ID,sentence,label
2002,"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0
2440,I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1
2187,The stories were powerful explorations of the nature of man and of art.  ,1
581,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.",0
792,Great Phone.,1
2681,"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".  ",1
975,It is the best charger I have seen on the market yet.,1
457,Nice solid keyboard.,1
1200,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1
1041,There is not a deal good enough that would drag me into that establishment again.,0
2701,"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.  ",0
1294,I didn't know pulled pork could be soooo delicious.,1
2502,"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0
1690,It was absolutely amazing.,1
2145,All the characters in this film are tremendously well played.  ,1
901,Terrible phone holder.,0
1475,"Third, the cheese on my friend's burger was cold.",0
1837,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
421,Don't make the same mistake I did.,0
645,Linksys should have some way to exchange a bad phone for a refurb unit or something!,0
496,Works as described.,1
307,"As many people complained, I found this headset's microphone was very weak.",0
612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
2392,I can't believe there's even a sequel to this!  ,0
187,Great phone!.,1
2149," I love it.  	1
The ending is so, SO perfect... you'll shed a tear.  	1
I am so thrilled after seeing a movie like this.  	1
I will never forget it now.  	1
It is not just a cult... it is a cult CLASSIC.  	1
Which has more depth and character than the man underneath it.  	0
The Malta settings are as dry and as barren as the dialogue.  	0
This movie is terrible.  	0
The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  	0
For those that haven't seen it, don't waste your time!  	0
To call this movie a drama is ridiculous!  	0
Started watching this but didn't believe in any of the characters.  	0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  	0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  	0
The characters were very 'stagey' and the storyline was a lot like a stage farce.  	0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  	0
Glad I didn't pay to see it.  	0
Didn't laugh or even smile once.  	0
But it wasn't anything at all just one big yawn...  	0
It is a really good show to watch.  	1
It is very educational for children 1 to 8 years old.  	1
Barney is definitely super DE duper.  	1
is pretty funny.  	1
Babie Bop is very cute.  	1
The kids are very cool too.  	1
 But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0
306,Has been working great.,1
1181,I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.,0
1626,Best of luck to the rude and non-customer service focused new management.,0
2475,All of the main players are mesmerising.  ,1
977,":-)Oh, the charger seems to work fine.",1
1683,"Very good food, great atmosphere.1",1
189,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0
2677,The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.  ,1
1300,Good beer & drink selection and good food selection.,1
194,Not impressed.,0
1554,"However, my recent experience at this particular location was not so good.",0
1163,Avoid at all cost!,0
2551,I guess I liked the details of his dysfunction--he was believable.  ,1
2314,"For that, it's worth checking out.  ",1
1395,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1
138,In my house I was getting dropped coverage upstairs and no coverage in my basement.,0
2067,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1
278,"Best of all is the rotating feature, very helpful.",1
1262,The restaurant atmosphere was exquisite.,1
886,"I didn't want the clip going over the top of my ear, causing discomfort.",0
1716,They have a really nice atmosphere.,1
1513,Reasonably priced also!,1
1498,Their monster chicken fried steak and eggs is my all time favorite.,1
945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
1883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
1240,Horrible - don't waste your time and money.,0
1689,"Good food , good service .",1
968,This company charge me a restocking fee and still not given me my refund back.,0
2144,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1
1036,Ample portions and good prices.,1
1754,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0
1194,I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.,0
1274,The chefs were friendly and did a good job.,1
1427,Waiter was a jerk.,0
1840,"for 40 bucks a head, i really expect better food.",0
2206,It has northern humour and positive about the community it represents.  ,1
26,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,1
145,I got this phone on reccomendation from a relative and I'm glad I did.,1
2118,The kids are annoying.  ,0
2205,It's a feel-good film and that's how I felt when I came out of the cinema!  ,1
722,This is simply the BEST bluetooth headset for sound quality!,1
1145,The bathrooms are clean and the place itself is well decorated.,1
1783,Bland and flavorless is a good way of describing the barely tepid meat.,0
325,"good item, low price.",1
476,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0
2038,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1
1038,My first visit to Hiro was a delight!,1
2084,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0
392,This is a great deal.,1
1255,We had 7 at our table and the service was pretty fast.,1
64,You have to hold the phone at a particular angle for the other party to hear you clearly.,0
2253,"Not frightening in the least, and barely comprehensible.  ",0
391,The picture resolution is far below what other comparably-priced phones are offering today.,0
2085,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0
269,Love this headset!,1
2598,She carries the movie well.  ,1
2310,What this film lacks is a convincing script.  ,0
1206,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0
1046,It's too bad the food is so damn generic.,0
2123,Not a pleasant voyage of self-discovery.  ,0
2269,I was deeply impressed with the character he played.  ,1
